구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
2267,2022-02-25,2022-03-03,강원도,강릉시,연곡면,퇴곡리,산78,37.857062,128.731403,폐사체,,,POINT (128.731403 37.857062)
2268,2022-02-26,2022-03-03,강원도,강릉시,왕산면,도마리,1074,37.647325,128.841046,폐사체,,,POINT (128.841046 37.647325)
2269,2022-03-01,2022-03-03,경기도,포천시,영중면,성동리,산14-5,38.020049,127.288903,폐사체,,,POINT (127.288903 38.020049)
2270,2022-02-28,2022-03-03,충청북도,단양군,대강면,두음리,산83,36.913572,128.347787,폐사체,,,POINT (128.347787 36.913572)
2271,2022-02-28,2022-03-03,강원도,영월군,김삿갓면,진별리,산144,37.133813,128.55045,폐사체,,,POINT (128.55045 37.133813)
2272,2022-02-28,2022-03-03,강원도,영월군,김삿갓면,진별리,산150,37.132681,128.549779,폐사체,,,POINT (128.549779 37.132681)
2273,2022-02-28,2022-03-03,강원도,영월군,김삿갓면,진별리,산150,37.13254,128.546201,폐사체,,,POINT (128.546201 37.13254)
2274,2022-02-28,2022-03-03,강원도,영월군,김삿갓면,진별리,산150,37.132546,128.545042,폐사체,,,POINT (128.545042 37.132546)
2275,2022-02-25,2022-03-04,경상북도,울진군,북면,덕구리,산186,37.085065,129.257314,폐사체,,,POINT (129.257314 37.085065)
2276,2022-02-25,2022-03-04,경상북도,울진군,북면,덕구리,산186,37.085065,129.257313,폐사체,,,POINT (129.257313 37.085065)
2277,2022-02-23,2022-03-04,경상북도,울진군,북면,상당리,산6,37.048182,129.262977,폐사체,,,POINT (129.262977 37.048182)
2278,2022-02-23,2022-03-04,경상북도,울진군,북면,상당리,산6,37.048452,129.263174,폐사체,,,POINT (129.263174 37.048452)
2279,2022-02-23,2022-03-04,경상북도,울진군,북면,상당리,산6,37.048237,129.263095,폐사체,,,POINT (129.263095 37.048237)
2280,2022-02-23,2022-03-04,경상북도,울진군,북면,상당리,산6,37.048226,129.262465,폐사체,,,POINT (129.262465 37.048226)
2281,2022-02-23,2022-03-04,경상북도,울진군,북면,상당리,산6,37.048227,129.262484,폐사체,,,POINT (129.262484 37.048227)
2282,2022-02-21,2022-03-04,강원도,정선군,북평면,나전리,264,37.438325,128.623333,폐사체,,,POINT (128.623333 37.438325)
2283,2022-02-23,2022-03-04,강원도,정선군,북평면,숙암리,산1,37.488545,128.62977,폐사체,,,POINT (128.62977 37.488545)
2284,2022-02-28,2022-03-04,강원도,정선군,화암면,석곡리,산202-1,37.347657,128.734889,폐사체,,,POINT (128.734889 37.347657)
2285,2022-02-28,2022-03-04,강원도,정선군,사북읍,직전리,111-2,37.282603,128.830817,폐사체,,,POINT (128.830817 37.282603)
2286,2022-02-27,2022-03-04,강원도,정선군,임계면,용산리,산320,37.433,128.848911,폐사체,,,POINT (128.848911 37.433)
2287,2022-03-02,2022-03-04,강원도,정선군,정선읍,봉양리,611-7,37.401851,128.625765,폐사체,,,POINT (128.625765 37.401851)
2288,2022-02-28,2022-03-04,강원도,강릉시,왕산면,도마리,산449,37.639268,128.831379,수렵개체,,,POINT (128.831379 37.639268)
2289,2022-02-28,2022-03-04,강원도,강릉시,왕산면,도마리,986-2,37.660247,128.830348,수렵개체,,,POINT (128.830348 37.660247)
2290,2022-02-28,2022-03-04,강원도,강릉시,왕산면,대기리,770,37.577155,128.788826,수렵개체,,,POINT (128.788826 37.577155)
2291,2022-02-28,2022-03-04,강원도,강릉시,왕산면,대기리,770,37.577155,128.788826,수렵개체,,,POINT (128.788826 37.577155)
2292,2022-03-01,2022-03-04,강원도,삼척시,신기면,대이리,산66,37.334963,129.018463,폐사체,,,POINT (129.018463 37.334963)
2293,2022-03-01,2022-03-04,강원도,삼척시,신기면,대이리,산5-2,37.330811,129.045187,폐사체,,,POINT (129.045187 37.330811)
2294,2022-03-01,2022-03-04,강원도,삼척시,신기면,대이리,산5-2,37.330811,129.045187,폐사체,,,POINT (129.045187 37.330811)
2295,2022-03-02,2022-03-04,경기도,가평군,가평읍,경반리,산151,37.8348,127.455507,폐사체,,,POINT (127.455507 37.8348)
2296,2022-03-03,2022-03-04,경기도,가평군,가평읍,경반리,산151,37.834701,127.455028,폐사체,,,POINT (127.455028 37.834701)
2297,2022-03-03,2022-03-04,강원도,춘천시,사북면,지암리,555,37.964753,127.593303,폐사체,,,POINT (127.593303 37.964753)
2298,2022-03-02,2022-03-04,충청북도,단양군,단성면,북상리,산13-1,36.911866,128.333666,폐사체,,,POINT (128.333666 36.911866)
2299,2022-03-03,2022-03-04,충청북도,단양군,단성면,북상리,산13-1,36.913185,128.335757,폐사체,,,POINT (128.335757 36.913185)
2300,2022-03-03,2022-03-04,충청북도,단양군,단성면,북상리,산13-1,36.914078,128.334852,폐사체,,,POINT (128.334852 36.914078)
2301,2022-03-03,2022-03-04,충청북도,단양군,단성면,벌천리,산56-1,36.871151,128.269171,폐사체,,,POINT (128.269171 36.871151)
2302,2022-02-28,2022-03-04,강원도,영월군,김삿갓면,진별리,산150,37.132604,128.544721,폐사체,,,POINT (128.544721 37.132604)
2303,2022-02-28,2022-03-04,강원도,영월군,김삿갓면,진별리,산150,37.133098,128.542595,폐사체,,,POINT (128.542595 37.133098)
2304,2022-03-02,2022-03-04,강원도,영월군,김삿갓면,진별리,산150,37.132516,128.541431,폐사체,,,POINT (128.541431 37.132516)
2305,2022-03-02,2022-03-04,강원도,영월군,김삿갓면,진별리,산150,37.133593,128.539646,폐사체,,,POINT (128.539646 37.133593)
2306,2022-03-04,2022-03-06,충청북도,단양군,단성면,북상리,산13-1,36.914746,128.338635,폐사체,,,POINT (128.338635 36.914746)
2307,2022-03-03,2022-03-06,충청북도,제천시,덕산면,월악리,산1-1,36.869128,128.130067,폐사체,,,POINT (128.130067 36.869128)
2308,2022-03-03,2022-03-06,충청북도,제천시,덕산면,월악리,산1-1,36.869128,128.130067,폐사체,,,POINT (128.130067 36.869128)
2309,2022-03-03,2022-03-06,충청북도,제천시,덕산면,월악리,산1-1,36.869127,128.130079,폐사체,,,POINT (128.130079 36.869127)
2310,2022-03-04,2022-03-06,강원도,춘천시,남산면,방곡리,74,37.80428,128.644321,폐사체,,,POINT (128.644321 37.80428)
2311,2022-03-04,2022-03-06,강원도,영월군,김삿갓면,진별리,451-1,37.131514,128.542839,폐사체,,,POINT (128.542839 37.131514)
2312,2022-03-04,2022-03-06,강원도,영월군,김삿갓면,진별리,산150,37.132589,128.550307,폐사체,,,POINT (128.550307 37.132589)
2313,2022-03-04,2022-03-06,강원도,영월군,김삿갓면,진별리,산143,37.133165,128.549291,폐사체,,,POINT (128.549291 37.133165)
2314,2022-03-03,2022-03-07,충청북도,제천시,덕산면,월악리,산1-1,36.870637,128.131173,폐사체,,,POINT (128.131173 36.870637)
2315,2022-03-04,2022-03-07,충청북도,제천시,덕산면,월악리,산1-1,36.86346,128.137637,폐사체,,,POINT (128.137637 36.86346)
2316,2022-03-05,2022-03-07,경기도,가평군,조종면,마일리,산237-1,37.83044,127.379834,폐사체,,,POINT (127.379834 37.83044)
2317,2022-03-03,2022-03-08,강원도,삼척시,신기면,대이리,산41-3,37.33508,129.02139,수렵개체,,,POINT (129.02139 37.33508)
2318,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.640254,128.833377,폐사체,,,POINT (128.833377 37.640254)
2319,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.640254,128.833377,폐사체,,,POINT (128.833377 37.640254)
2320,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.645226,128.833502,폐사체,,,POINT (128.833502 37.645226)
2321,2022-03-04,2022-03-08,강원도,강릉시,왕산면,도마리,산329,37.667374,128.963164,폐사체,,,POINT (128.963164 37.667374)
2322,2022-03-07,2022-03-08,강원도,영월군,한반도면 ,후탄리,424,37.207968,128.369556,폐사체,,,POINT (128.369556 37.207968)
2323,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825)
2324,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825)
2325,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825)
2326,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,146,37.332788,129.022664,폐사체,,,POINT (129.022664 37.332788)
2327,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,146,37.332788,129.022664,폐사체,,,POINT (129.022664 37.332788)
2328,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산54,37.332771,129.022442,폐사체,,,POINT (129.022442 37.332771)
2329,2022-03-07,2022-03-10,충청북도,단양군,단성면,별천리,산56-1,36.870092,128.269352,폐사체,,,POINT (128.269352 36.870092)
2330,2022-03-07,2022-03-10,충청북도,단양군,단성면,별천리,산56-1,36.872003,128.269578,폐사체,,,POINT (128.269578 36.872003)
2331,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.494426,127.842594,폐사체,,,POINT (127.842594 36.494426)
2332,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.494442,127.842461,폐사체,,,POINT (127.842461 36.494442)
2333,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49494,127.84285,폐사체,,,POINT (127.84285 36.49494)
2334,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49477,127.84317,폐사체,,,POINT (127.84317 36.49477)
2335,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49501,127.8435,폐사체,,,POINT (127.8435 36.49501)
2336,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838391,128.150871,폐사체,,,POINT (128.150871 36.838391)
2337,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838484,128.146385,폐사체,,,POINT (128.146385 36.838484)
2338,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838616,128.147505,폐사체,,,POINT (128.147505 36.838616)
2339,2022-03-02,2022-03-11,경상북도,울진군,북면,주인리,산160,37.10363,129.2728,폐사체,,,POINT (129.2728 37.10363)
2340,2022-03-09,2022-03-11,강원도,춘천시,동면,감정리,산135,37.89406,127.7922,폐사체,,,POINT (127.7922 37.89406)
2341,2022-03-10,2022-03-11,강원도,영월군,한반도면,후탄리,산14,37.20771,128.364,폐사체,,,POINT (128.364 37.20771)
2342,2022-03-08,2022-03-11,강원도,홍천군,북방면,부사원리,산20-1,37.74168,127.8442,폐사체,,,POINT (127.8442 37.74168)
2343,2022-03-10,2022-03-11,충청북도,제천시,덕산면,월악리,산14-1,36.87973,128.1268,폐사체,,,POINT (128.1268 36.87973)
2344,2022-03-08,2022-03-13,강원도,동해시,쇄운동,,837,37.474408,129.068736,폐사체,,,POINT (129.068736 37.474408)
2345,2022-03-03,2022-03-13,강원도,정선군,임계면,덕암리,산56,37.398934,128.840704,폐사체,,,POINT (128.840704 37.398934)
2346,2022-03-07,2022-03-13,강원도,정선군,화암면,건천리,416-4,37.319101,128.8385,폐사체,,,POINT (128.8385 37.319101)
2347,2022-03-08,2022-03-13,강원도,정선군,신동읍,고성리,산194,37.223229,128.595454,폐사체,,,POINT (128.595454 37.223229)
2348,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체,,,POINT (128.627807 37.375893)
2349,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체,,,POINT (128.627807 37.375893)
2350,2022-03-10,2022-03-13,충청북도,보은군,속리산면,상판리,산21-1,36.514687,127.844512,폐사체,,,POINT (127.844512 36.514687)
2351,2022-03-10,2022-03-13,충청북도,제천시,송학면,장곡리,산47-1,37.208882,128.316627,폐사체,,,POINT (128.316627 37.208882)
2352,2022-03-10,2022-03-13,충청북도,제천시,백운면,애련리,산160-1,37.121277,128.049605,폐사체,,,POINT (128.049605 37.121277)
2353,2022-03-10,2022-03-13,경기도,가평군,조종면,마일리,산236-2,37.831301,127.380451,폐사체,,,POINT (127.380451 37.831301)
2354,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산18,37.209365,128.370816,폐사체,,,POINT (128.370816 37.209365)
2355,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210317,128.370975,폐사체,,,POINT (128.370975 37.210317)
2356,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210325,128.371022,폐사체,,,POINT (128.371022 37.210325)
2357,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210331,128.370985,폐사체,,,POINT (128.370985 37.210331)
2358,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210347,128.370988,폐사체,,,POINT (128.370988 37.210347)
2359,2022-03-11,2022-03-15,강원도,횡성군,정일면,속실리,산20-1,37.645946,128.205895,폐사체,,,POINT (128.205895 37.645946)
2360,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.156634,128.643877,수렵개체,,,POINT (128.643877 37.156634)
2361,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.15784,128.645683,수렵개체,,,POINT (128.645683 37.15784)
2362,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162)
2363,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162)
2364,2022-03-10,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162)
2365,2022-03-10,2022-03-16,강원도,강릉시,왕사면,대기리,2810,37.611271,128.966452,수렵개체,,,POINT (128.966452 37.611271)
2366,2022-03-11,2022-03-16,강원도,강릉시,옥계면,남양리,1271,37.578765,128.789062,수렵개체,,,POINT (128.789062 37.578765)
2367,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.56188,129.014427,수렵개체,,,POINT (129.014427 37.56188)
2368,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584364,128.750364,수렵개체,,,POINT (128.750364 37.584364)
2369,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584367,128.750361,수렵개체,,,POINT (128.750361 37.584367)
2370,2022-03-12,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.611271,128.966452,수렵개체,,,POINT (128.966452 37.611271)
2371,2022-03-12,2022-03-16,강원도,강릉시,강동면,임곡리,831,37.64162,128.955415,수렵개체,,,POINT (128.955415 37.64162)
2372,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산99-1,37.640757,128.781248,폐사체,,,POINT (128.781248 37.640757)
2373,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산1,37.640617,128.780974,폐사체,,,POINT (128.780974 37.640617)
2374,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476369,128.932359,폐사체,,,POINT (128.932359 37.476369)
2375,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체,,,POINT (128.932294 37.476366)
2376,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체,,,POINT (128.932294 37.476366)
2377,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476452,128.931856,폐사체,,,POINT (128.931856 37.476452)
2378,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476589,128.93162,폐사체,,,POINT (128.93162 37.476589)
2379,2022-03-15,2022-03-16,강원도,정선군,사북읍,직전리,119-1,37.283015,128.825212,폐사체,,,POINT (128.825212 37.283015)
2380,2022-03-11,2022-03-16,강원도,홍천군,화촌면,장평리,산82,37.73307,128.095604,수렵개체,,,POINT (128.095604 37.73307)
2381,2022-03-14,2022-03-16,강원도,홍천군,화촌면,송정리,448-1,37.760747,127.911417,폐사체,,,POINT (127.911417 37.760747)
2382,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829)
2383,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829)
2384,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829)
2385,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829)
2386,2022-03-15,2022-03-16,강원도,춘천시,사북면,지암리,산5-12,37.972046,127.590073,폐사체,,,POINT (127.590073 37.972046)
2387,2022-03-15,2022-03-16,강원도,영월군,영월읍,방절리,산105,37.189883,128.440805,폐사체,,,POINT (128.440805 37.189883)
2388,2022-03-15,2022-03-17,강원도,춘천시,동면,상걸리,산60,37.857334,127.851397,폐사체,,,POINT (127.851397 37.857334)
2389,2022-03-16,2022-03-17,경기도,가평군,조종면,마일리,산39,37.82417,127.388081,폐사체,,,POINT (127.388081 37.82417)
2390,2022-03-16,2022-03-17,강원도,횡성군,횡성읍,정암리,878,37.461917,128.00774,폐사체,,,POINT (128.00774 37.461917)
2391,2022-03-16,2022-03-17,경상북도,상주시,화북면,상오리,174,36.525103,127.930852,폐사체,,,POINT (127.930852 36.525103)
2392,2022-03-16,2022-03-17,경상북도,상주시,화서면,하송리,286,36.496888,127.964527,폐사체,,,POINT (127.964527 36.496888)
2393,2022-03-16,2022-03-17,충청북도,보은군,속리산면,사내리,산1-1,36.546364,127.852579,폐사체,,,POINT (127.852579 36.546364)
2394,2022-03-13,2022-03-18,강원도,동해시,신흥동,,277-6,37.52468,129.014675,수렵개체,,,POINT (129.014675 37.52468)
2395,2022-03-16,2022-03-18,강원도,삼척시,노곡면,우발리,산70,37.375868,129.171215,폐사체,,,POINT (129.171215 37.375868)
2396,2022-03-14,2022-03-18,강원도,강릉시,왕산면,목계리,산460-1,37.642702,128.878098,수렵개체,,,POINT (128.878098 37.642702)
2397,2022-03-14,2022-03-18,강원도,강릉시,강동면,산성우리,352-1,37.650755,129.01747,수렵개체,,,POINT (129.01747 37.650755)
2398,2022-03-15,2022-03-18,강원도,강릉시,왕산면,대기리,산2-1,37.588216,128.735274,수렵개체,,,POINT (128.735274 37.588216)
