구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
1349,2021-04-16,2021-04-18,강원도,인제군,북면,용대리,산262-1,38.214142,128.323853,폐사체,,,POINT (128.323853 38.214142)
1350,2021-04-16,2021-04-18,경기도,연천군,연천읍,동막리,산35,38.107003,127.134512,폐사체,,,POINT (127.134512 38.107003)
1351,2021-04-16,2021-04-18,경기도,연천군,군남면,옥계리,559-4,38.123365,127.041445,폐사체,,,POINT (127.041445 38.123365)
1352,2021-04-16,2021-04-18,경기도,연천군,군남면,옥계리,559-4,38.123365,127.041445,폐사체,,,POINT (127.041445 38.123365)
1353,2021-04-16,2021-04-18,강원도,춘천시,남산면,강촌리,산156-2,37.81543,127.627049,수렵개체,,,POINT (127.627049 37.81543)
1354,2021-04-15,2021-04-19,경기도,연천군,신서면,내산리,산52,38.147702,127.127262,폐사체,,,POINT (127.127262 38.147702)
1355,2021-04-18,2021-04-19,경기도,연천군,신서면,내산리,산52,38.144789,127.130277,폐사체,,,POINT (127.130277 38.144789)
1356,2021-04-18,2021-04-19,경기도,연천군,신서면,내산리,산35,38.141843,127.129839,폐사체,,,POINT (127.129839 38.141843)
1357,2021-04-17,2021-04-19,강원도,춘천시,남산면,백양리,산97,37.790959,127.584578,폐사체,,,POINT (127.584578 37.790959)
1358,2021-04-17,2021-04-19,강원도,춘천시,서면,안보리,793,37.865414,127.580207,폐사체,,,POINT (127.580207 37.865414)
1359,2021-04-16,2021-04-20,강원도,홍천군,화촌면,성산리,산89,37.807644,127.932378,폐사체,,,POINT (127.932378 37.807644)
1360,2021-04-19,2021-04-20,강원도,화천군,상서면,부촌리,산1,38.181253,127.698401,폐사체,,,POINT (127.698401 38.181253)
1361,2021-04-19,2021-04-20,강원도,춘천시,서면,안보리,산86-6,37.869558,127.574639,폐사체,,,POINT (127.574639 37.869558)
1362,2021-04-19,2021-04-20,강원도,춘천시,남산면,백양리,산52,37.82306,127.572794,폐사체,,,POINT (127.572794 37.82306)
1363,2021-04-19,2021-04-20,강원도,춘천시,남산면,방하리,산113-3,37.783662,127.542966,폐사체,,,POINT (127.542966 37.783662)
1364,2021-04-19,2021-04-20,강원도,춘천시,남면,가정리,산134,37.771054,127.570109,폐사체,,,POINT (127.570109 37.771054)
1365,2021-04-19,2021-04-20,강원도,인제군,남면,상수내리,산80-1,37.964895,128.063719,폐사체,,,POINT (128.063719 37.964895)
1366,2021-04-19,2021-04-20,강원도,인제군,남면,상수내리,산80-1,37.965112,128.063872,폐사체,,,POINT (128.063872 37.965112)
1367,2021-04-19,2021-04-20,경기도,연천군,군남면,옥계리,559-4,38.123254,127.041117,폐사체,,,POINT (127.041117 38.123254)
1368,2021-04-19,2021-04-20,경기도,포천시,영북면,야미리,산93-1,38.04108,127.295664,폐사체,,,POINT (127.295664 38.04108)
1369,2021-04-19,2021-04-20,경기도,포천시,관인면,사정리,산331,38.107384,127.251886,폐사체,,,POINT (127.251886 38.107384)
1370,2021-04-20,2021-04-21,강원도,화천군,사내면,광덕리,산273-13,38.065973,127.460756,폐사체,,,POINT (127.460756 38.065973)
1371,2021-04-20,2021-04-21,강원도,화천군,사내면,광덕리,산273-13,38.065805,127.461865,폐사체,,,POINT (127.461865 38.065805)
1372,2021-04-19,2021-04-21,강원도,인제군,북면,용대리,산12-21,38.17215,128.367932,폐사체,,,POINT (128.367932 38.17215)
1373,2021-04-19,2021-04-21,강원도,인제군,남면,신풍리,산110,37.95838,128.068069,폐사체,,,POINT (128.068069 37.95838)
1374,2021-04-20,2021-04-21,경기도,연천군,청산면,대전리,산83,37.995867,127.133249,폐사체,,,POINT (127.133249 37.995867)
1375,2021-04-20,2021-04-21,경기도,포천시,일동면,수입리,산357,38.01446,127.27819,폐사체,,,POINT (127.27819 38.01446)
1376,2021-04-21,2021-04-22,강원도,춘천시,남면,가정리,산7-1,37.77148,127.584222,폐사체,,,POINT (127.584222 37.77148)
1377,2021-04-20,2021-04-22,경기도,포천시,일동면,수입리,산357,38.01719,127.28242,폐사체,,,POINT (127.28242 38.01719)
1378,2021-04-16,2021-04-22,경기도,포천시,이동면,도평리,산154,38.040396,127.395197,폐사체,,,POINT (127.395197 38.040396)
1379,2021-04-22,2021-04-23,강원도,춘천시,서면,안보리,산30-1,37.870611,127.594346,폐사체,,,POINT (127.594346 37.870611)
1380,2021-04-22,2021-04-23,강원도,춘천시,남면,가정리,929,37.771324,127.570084,폐사체,,,POINT (127.570084 37.771324)
1381,2021-04-22,2021-04-23,강원도,춘천시,남면,가정리,산133,37.77183,127.570092,폐사체,,,POINT (127.570092 37.77183)
1382,2021-04-22,2021-04-23,강원도,인제군,인제읍,가아리,산1,38.151305,128.135789,폐사체,,,POINT (128.135789 38.151305)
1383,2021-04-22,2021-04-23,경기도,가평군,북면,화악리,산54,37.939656,127.584632,폐사체,,,POINT (127.584632 37.939656)
1384,2021-04-22,2021-04-23,경기도,가평군,북면,화악리,산55,37.940283,127.586454,폐사체,,,POINT (127.586454 37.940283)
1385,2021-04-22,2021-04-23,경기도,파주시,적성면,적암리,산8-2,37.99028,127.011755,폐사체,,,POINT (127.011755 37.99028)
1386,2021-04-23,2021-04-25,강원도,인제군,인제읍,남북리,산15-1,38.081119,128.149461,폐사체,,,POINT (128.149461 38.081119)
1387,2021-04-23,2021-04-25,강원도,인제군,북면,용대리,산12-21,38.169747,128.368562,폐사체,,,POINT (128.368562 38.169747)
1388,2021-04-23,2021-04-25,강원도,춘천시,서면,방동리,산93,37.911687,127.633109,폐사체,,,POINT (127.633109 37.911687)
1389,2021-04-22,2021-04-25,강원도,춘천시,남면,가정리,산7-1,37.771774,127.580494,폐사체,,,POINT (127.580494 37.771774)
1390,2021-04-23,2021-04-25,강원도,춘천시,서면,서상리,산149-3,37.926676,127.659749,폐사체,,,POINT (127.659749 37.926676)
1391,2021-04-23,2021-04-26,강원도,춘천시,서면,방동리,산93,37.907149,127.636375,폐사체,,,POINT (127.636375 37.907149)
1392,2021-04-23,2021-04-26,강원도,춘천시,북산면,물로리,산1-1,37.930633,127.93398,폐사체,,,POINT (127.93398 37.930633)
1393,2021-04-24,2021-04-26,강원도,춘천시,북산면,내평리,산20,37.959523,127.888121,폐사체,,,POINT (127.888121 37.959523)
1394,2021-04-25,2021-04-26,경기도,가평군,북면,적목리,산1-1,37.954792,127.388177,폐사체,,,POINT (127.388177 37.954792)
1395,2021-04-24,2021-04-26,경기도,연천군,신서면,내산리,산52,38.145846,127.135582,폐사체,,,POINT (127.135582 38.145846)
1396,2021-04-26,2021-04-27,강원도,화천군,간동면,도송리,산72,38.070625,127.811956,폐사체,,,POINT (127.811956 38.070625)
1397,2021-04-26,2021-04-27,강원도,춘천시,남면,가정리,산5,37.767822,127.583109,폐사체,,,POINT (127.583109 37.767822)
1398,2021-04-26,2021-04-27,강원도,춘천시,북산면,부귀리,산115-13,37.974679,127.83659,폐사체,,,POINT (127.83659 37.974679)
1399,2021-04-26,2021-04-27,강원도,춘천시,남면,가정리,산7-1,37.773873,127.58183,폐사체,,,POINT (127.58183 37.773873)
1400,2021-04-25,2021-04-27,경기도,파주시,적성면,적암리,산15,37.992992,127.01289,폐사체,,,POINT (127.01289 37.992992)
1401,2021-04-26,2021-04-27,경기도,포천시,이동면,연곡리,산89,38.003016,127.392922,폐사체,,,POINT (127.392922 38.003016)
1402,2021-04-27,2021-04-28,경기도,가평군,북면,적목리,산1-1,37.958203,127.398201,폐사체,,,POINT (127.398201 37.958203)
1403,2021-04-27,2021-04-28,강원도,철원군,서면,자등리,산94,38.19112,127.412196,폐사체,,,POINT (127.412196 38.19112)
1404,2021-04-28,2021-04-29,강원도,양구군,방산면,고방산리,산2,38.202679,127.991928,폐사체,,,POINT (127.991928 38.202679)
1405,2021-04-30,2021-05-04,강원도,양구군,방산면,송현리,산1,38.238234,127.962476,폐사체,,,POINT (127.962476 38.238234)
1406,2021-05-03,2021-05-06,강원도,양구군,양구읍,상리,산27,38.101569,127.957847,폐사체,,,POINT (127.957847 38.101569)
1407,2021-05-05,2021-05-06,경기도,연천군,군남면,진상리,산55-1,38.068048,127.026948,폐사체,,,POINT (127.026948 38.068048)
1408,2021-05-08,2021-05-10,강원도,춘천시,서면,당림리,산90,37.878365,127.611465,폐사체,,,POINT (127.611465 37.878365)
1409,2021-05-08,2021-05-10,경기도,포천시,이동면,연곡리,산207,38.002903,127.398568,폐사체,,,POINT (127.398568 38.002903)
1410,2021-05-09,2021-05-10,강원도,영월군,주천면,금마리,725,37.235047,128.247569,폐사체,,,POINT (128.247569 37.235047)
1411,2021-05-09,2021-05-10,강원도,영월군,주천면,금마리,725,37.235047,128.247569,폐사체,,,POINT (128.247569 37.235047)
1412,2021-05-10,2021-05-11,강원도,춘천시,남산면,백양리,산97,37.796169,127.586307,폐사체,,,POINT (127.586307 37.796169)
1413,2021-05-10,2021-05-11,강원도,춘천시,남산면,백양리,산97,37.795925,127.588474,폐사체,,,POINT (127.588474 37.795925)
1414,2021-05-10,2021-05-11,강원도,양구군,방산면,고방산리,산3,38.219665,128.010009,폐사체,,,POINT (128.010009 38.219665)
1415,2021-05-11,2021-05-12,강원도,춘천시,남면,가정리,산7-1,37.777349,127.570008,폐사체,,,POINT (127.570008 37.777349)
1416,2021-05-12,2021-05-13,강원도,영월군,주천면,금마리,산197-9,37.235833,128.258234,폐사체,,,POINT (128.258234 37.235833)
1417,2021-05-13,2021-05-14,강원도,양구군,방산면,고방산리,산3,38.227354,128.007657,폐사체,,,POINT (128.007657 38.227354)
1418,2021-05-13,2021-05-16,강원도,춘천시,남산면,백양리,산102,37.793396,127.5844,폐사체,,,POINT (127.5844 37.793396)
1419,2021-05-15,2021-05-17,경기도,연천군,중면,삼곶리,산5-8,38.124206,127.031853,폐사체,,,POINT (127.031853 38.124206)
1420,2021-05-24,2021-05-25,강원도,인제군,남면,수산리,산46-1,37.983412,127.984178,폐사체,,,POINT (127.984178 37.983412)
1421,2021-05-24,2021-05-25,강원도,양구군,방산면,오미리,536,38.194058,127.912715,폐사체,,,POINT (127.912715 38.194058)
1422,2021-05-26,2021-05-27,강원도,화천군,사내면,삼일리,산196,38.032065,127.525242,폐사체,,,POINT (127.525242 38.032065)
1423,2021-05-28,2021-05-30,강원도,춘천시,신북읍,천전리,산25,37.953111,127.804523,폐사체,,,POINT (127.804523 37.953111)
1424,2021-05-29,2021-06-01,강원도,인제군,북면,용대리,산67,38.153369,128.395247,폐사체,,,POINT (128.395247 38.153369)
1425,2021-06-04,2021-06-05,강원도,양구군,양구읍,공수리,산163-1,38.124599,127.936426,폐사체,,,POINT (127.936426 38.124599)
1426,2021-06-07,2021-06-08,경기도,연천군,여천읍,옥산리,산3,38.128683,127.1259,폐사체,,,POINT (127.1259 38.128683)
1427,2021-06-09,2021-06-10,강원도,인제군,남면,하수내리,산1-2,38.005072,128.031722,폐사체,,,POINT (128.031722 38.005072)
1428,2021-06-12,2021-06-16,경기도,연천군,청산면,대전리,216,37.995489,127.102246,포획개체,,,POINT (127.102246 37.995489)
1429,2021-06-15,2021-06-16,강원도,화천군,간동면,구만리,산60-2,38.092923,127.768423,폐사체,,,POINT (127.768423 38.092923)
1430,2021-06-14,2021-06-17,강원도,춘천시,서면,방동리,산93,37.908064,127.647803,폐사체,,,POINT (127.647803 37.908064)
1431,2021-06-17,2021-06-20,경기도,포천시,영북면,야미리,산93-1,38.040256,127.29859,폐사체,,,POINT (127.29859 38.040256)
1432,2021-06-18,2021-06-20,경기도,포천시,영중면,금주리,산114,37.981836,127.284099,폐사체,,,POINT (127.284099 37.981836)
1433,2021-06-21,2021-06-22,경기도,포천시,신북면,덕둔리,산9,37.97859,127.106491,폐사체,,,POINT (127.106491 37.97859)
1434,2021-06-21,2021-06-22,경기도,포천시,영북면,야미리,산82,38.046178,127.294426,폐사체,,,POINT (127.294426 38.046178)
1435,2021-06-23,2021-06-24,경기도,포천시,영북면,야미리,산93-2,38.043888,127.29229,폐사체,,,POINT (127.29229 38.043888)
1436,2021-06-23,2021-06-24,강원도,양구군,국토정중앙면,적리,산149,38.15129,128.0775,폐사체,,,POINT (128.0775 38.15129)
1437,2021-06-24,2021-06-25,경기도,연천군,신서면,내산리,산1-1,38.167958,127.171908,폐사체,,,POINT (127.171908 38.167958)
1438,2021-06-24,2021-06-25,경기도,포천시,영북면,야미리,산93-2,38.044655,127.2905,폐사체,,,POINT (127.2905 38.044655)
1439,2021-06-23,2021-06-25,강원도,춘천시,동면,품걸리,227,37.875572,127.904185,폐사체,,,POINT (127.904185 37.875572)
1440,2021-06-25,2021-06-27,강원도,인제군,북면,한계리,1526,38.124286,128.310867,폐사체,,,POINT (128.310867 38.124286)
1441,2021-06-28,2021-06-29,강원도,인제군,북면,한계리,산1-1,38.13888,128.306442,폐사체,,,POINT (128.306442 38.13888)
1442,2021-06-29,2021-06-30,경기도,연천군,중면,적거리,557,38.163651,127.014083,폐사체,,,POINT (127.014083 38.163651)
1443,2021-06-29,2021-06-30,경기도,연천군,중면,적거리,558,38.164337,127.013674,폐사체,,,POINT (127.013674 38.164337)
1444,2021-06-30,2021-07-01,경기도,연천군,중면,적거리,산293,38.164373,127.012642,폐사체,,,POINT (127.012642 38.164373)
1445,2021-07-05,2021-07-07,강원도,인제군,서화면,서흥리,산55,38.187153,128.24185,폐사체,,,POINT (128.24185 38.187153)
1446,2021-07-03,2021-07-07,강원도,양구군,국토정중앙면,심포리,99-4,38.044197,127.98954,포획개체,,,POINT (127.98954 38.044197)
1447,2021-06-30,2021-07-07,강원도,춘천시,동면,품걸리,산1-1,37.873229,127.935014,폐사체,,,POINT (127.935014 37.873229)
1448,2021-07-02,2021-07-07,강원도,춘천시,북산면,물로리,산223-1,37.901195,127.923414,폐사체,,,POINT (127.923414 37.901195)
1449,2021-07-02,2021-07-07,강원도,춘천시,동면,품걸리,산1-1,37.868008,127.918847,폐사체,,,POINT (127.918847 37.868008)
1450,2021-07-07,2021-07-08,강원도,인제군,북면,한계리,산1-3,38.129997,128.25418,폐사체,,,POINT (128.25418 38.129997)
1451,2021-07-06,2021-07-08,강원도,인제군,인제읍,가리산리,479,38.07823,128.31726,수렵개체,,,POINT (128.31726 38.07823)
1452,2021-07-07,2021-07-08,강원도,양구군,양구읍,월명리,734,38.098766,127.922325,폐사체,,,POINT (127.922325 38.098766)
1453,2021-07-06,2021-07-08,강원도,화천군,화천읍,신읍리,산232,38.171148,127.702033,폐사체,,,POINT (127.702033 38.171148)
1454,2021-07-06,2021-07-08,경기도,포천시,이동면,장암리,산157-1,38.031887,127.35877,폐사체,,,POINT (127.35877 38.031887)
1455,2021-07-08,2021-07-09,경기도,포천시,이동면,장암리,716-77,38.05075,127.347466,포획개체,,,POINT (127.347466 38.05075)
1456,2021-07-09,2021-07-11,강원도,인제군,인제읍,가리산리,224-1,38.030786,128.294747,수렵개체,,,POINT (128.294747 38.030786)
1457,2021-07-09,2021-07-11,강원도,인제군,인제읍,하추리,224-1,38.030786,128.294747,수렵개체,,,POINT (128.294747 38.030786)
1458,2021-07-07,2021-07-11,강원도,춘천시,동면,품걸리,산1-1,37.868059,127.918165,폐사체,,,POINT (127.918165 37.868059)
1459,2021-07-07,2021-07-11,강원도,춘천시,동면,품걸리,산1-1,37.868673,127.914112,폐사체,,,POINT (127.914112 37.868673)
1460,2021-07-08,2021-07-11,경기도,가평군,상면,상동리,480,37.790388,127.310127,수렵개체,,,POINT (127.310127 37.790388)
1461,2021-07-10,2021-07-12,강원도,고성군,간성읍,장신리,산1-11,38.32486,128.3728,폐사체,,,POINT (128.3728 38.32486)
1462,2021-07-11,2021-07-12,경기도,포천시,일동면,기산리,산63-1,37.951458,127.29483,포획개체,,,POINT (127.29483 37.951458)
1463,2021-07-09,2021-07-13,강원도,인제군,인제읍,가리산리,482-1,38.07724,128.317765,수렵개체,,,POINT (128.317765 38.07724)
1464,2021-07-11,2021-07-13,강원도,인제군,인제읍,가리산리,634-6,38.06167,128.31168,수렵개체,,,POINT (128.31168 38.06167)
1465,2021-07-13,2021-07-14,강원도,인제군,북면,한계리,산1-3,38.124589,128.25325,폐사체,,,POINT (128.25325 38.124589)
1466,2021-07-13,2021-07-14,강원도,춘천시,동면,품걸리,산1-21,37.877415,127.885877,폐사체,,,POINT (127.885877 37.877415)
1467,2021-07-05,2021-07-15,강원도,홍천군,화촌면,야시대리,산1-14,37.82584,127.955333,수렵개체,,,POINT (127.955333 37.82584)
1468,2021-07-14,2021-07-15,강원도,인제군,남면,수산리,353-3,37.976463,128.02083,수렵개체,,,POINT (128.02083 37.976463)
1469,2021-07-14,2021-07-15,강원도,인제군,남면,수산리,353-3,37.976463,128.02083,수렵개체,,,POINT (128.02083 37.976463)
1470,2021-07-14,2021-07-15,강원도,인제군,인제읍,가리산리,산1,38.07987,128.31177,폐사체,,,POINT (128.31177 38.07987)
1471,2021-07-14,2021-07-15,강원도,고성군,간성읍,진부리,2-4,38.310029,128.361696,폐사체,,,POINT (128.361696 38.310029)
1472,2021-07-16,2021-07-18,강원도,홍천군,두촌면,역내리,274-6,37.833183,128.013598,수렵개체,,,POINT (128.013598 37.833183)
1473,2021-07-16,2021-07-18,강원도,인제군,북면,한계리,산38,38.11362,128.27145,폐사체,,,POINT (128.27145 38.11362)
1474,2021-07-16,2021-07-18,강원도,인제군,북면,한계리,산38,38.11469,128.27145,폐사체,,,POINT (128.27145 38.11469)
1475,2021-07-17,2021-07-20,강원도,홍천군,화촌면,야시대리,855-1,37.833804,127.964813,폐사체,,,POINT (127.964813 37.833804)
1476,2021-07-19,2021-07-20,강원도,춘천시,동면,품걸리,산1-1,37.868454,127.91971,폐사체,,,POINT (127.91971 37.868454)
1477,2021-07-18,2021-07-20,강원도,양양군,양양읍,화일리,산144,38.106944,128.558333,폐사체,,,POINT (128.558333 38.106944)
1478,2021-07-20,2021-07-21,강원도,춘천시,동면,품걸리,산1-1,37.875846,127.902288,폐사체,,,POINT (127.902288 37.875846)
1479,2021-07-21,2021-07-22,강원도,인제군,인제읍,고사리,408,38.06079,128.2025,수렵개체,,,POINT (128.2025 38.06079)
1480,2021-07-21,2021-07-22,강원도,인제군,인제읍,고사리,408,38.06079,128.2025,수렵개체,,,POINT (128.2025 38.06079)
1481,2021-07-20,2021-07-23,강원도,양양군,서면,가라피리,68,38.076211,128.53023,수렵개체,,,POINT (128.53023 38.076211)
1482,2021-07-20,2021-07-23,강원도,양양군,서면,가라피리,68,38.076211,128.53023,수렵개체,,,POINT (128.53023 38.076211)
1483,2021-07-20,2021-07-23,강원도,양양군,서면,가라피리,68,38.076211,128.53023,수렵개체,,,POINT (128.53023 38.076211)
1484,2021-07-20,2021-07-23,강원도,양양군,서면,가라피리,68,38.076211,128.53023,수렵개체,,,POINT (128.53023 38.076211)
1485,2021-07-20,2021-07-23,강원도,양양군,서면,가라피리,68,38.076211,128.53023,수렵개체,,,POINT (128.53023 38.076211)
1486,2021-07-20,2021-07-23,강원도,양양군,양양읍,송암리,285-1,38.082992,128.62636,수렵개체,,,POINT (128.62636 38.082992)
1487,2021-07-22,2021-07-23,강원도,양양군,서면,송천리,산1,38.045556,128.528056,폐사체,,,POINT (128.528056 38.045556)
1488,2021-07-23,2021-07-25,강원도,인제군,상남면,상남리,산358-1,37.894627,128.22171,포획개체,,,POINT (128.22171 37.894627)
1489,2021-07-23,2021-07-25,강원도,인제군,남면,갑둔리,594,37.921486,128.14151,포획개체,,,POINT (128.14151 37.921486)
1490,2021-07-23,2021-07-25,강원도,양양군,서면,내현리,산112-1,37.991514,128.593983,폐사체,,,POINT (128.593983 37.991514)
1491,2021-07-23,2021-07-26,경기도,포천시,이동면,장암리,68-3,38.033806,127.38351,폐사체,,,POINT (127.38351 38.033806)
1492,2021-07-26,2021-07-27,강원도,인제군,상남면,하남리,1147-7,37.909748,128.27693,수렵개체,,,POINT (128.27693 37.909748)
1493,2021-07-26,2021-07-27,강원도,인제군,상남면,하남리,1147-7,37.909748,128.27693,수렵개체,,,POINT (128.27693 37.909748)
1494,2021-07-27,2021-07-28,강원도,홍천군,두촌면,괘석리,산1,37.880162,128.145239,폐사체,,,POINT (128.145239 37.880162)
1495,2021-07-28,2021-07-29,강원도,양양군,서면,북암리,산1,38.051926,128.515662,폐사체,,,POINT (128.515662 38.051926)
1496,2021-07-29,2021-07-30,강원도,평창군,진부면,척천리,378,37.717382,128.504271,폐사체,,,POINT (128.504271 37.717382)
1497,2021-07-29,2021-07-30,강원도,평창군,진부면,척천리,378,37.717382,128.504271,폐사체,,,POINT (128.504271 37.717382)
1498,2021-07-29,2021-07-30,강원도,고성군,간성읍,진부리,산1-2,38.302058,128.361385,폐사체,,,POINT (128.361385 38.302058)
1499,2021-07-30,2021-08-02,강원도,인제군,서화면,서화리,66-1,38.277275,128.254,포획개체,,,POINT (128.254 38.277275)
1500,2021-07-28,2021-08-02,강원도,홍천군,두촌면,철정리,23,37.833045,128.031055,수렵개체,,,POINT (128.031055 37.833045)
1501,2021-07-28,2021-08-02,강원도,홍천군,북방면,북방리,산61-1,37.815479,127.840507,수렵개체,,,POINT (127.840507 37.815479)
1502,2021-07-28,2021-08-02,강원도,홍천군,북방면,북방리,산61-1,37.8144,127.840667,수렵개체,,,POINT (127.840667 37.8144)
1503,2021-07-29,2021-08-02,강원도,홍천군,내면,명개리,253,37.8725,128.482448,수렵개체,,,POINT (128.482448 37.8725)
1504,2021-07-31,2021-08-02,강원도,평창군,진부면,척천리,산80,37.71479,128.50248,폐사체,,,POINT (128.50248 37.71479)
1505,2021-07-29,2021-08-02,강원도,양양군,손양면,삽존리,226,38.027205,128.629383,수렵개체,,,POINT (128.629383 38.027205)
1506,2021-07-31,2021-08-03,강원도,인제군,인제읍,남북리,116-32,38.054302,128.17336,포획개체,,,POINT (128.17336 38.054302)
1507,2021-08-02,2021-08-03,강원도,평창군,진부면,척천리,산65,37.693454,128.506083,폐사체,,,POINT (128.506083 37.693454)
1508,2021-08-01,2021-08-03,강원도,양양군,현북면,어성전리,산2,37.925403,128.662397,폐사체,,,POINT (128.662397 37.925403)
1509,2021-07-30,2021-08-04,강원도,양양군,서면,용소리,70,38.022498,128.557277,수렵개체,,,POINT (128.557277 38.022498)
1510,2021-08-03,2021-08-04,강원도,인제군,남면,남전리,189-1,37.98644,128.18033,폐사체,,,POINT (128.18033 37.98644)
1511,2021-08-03,2021-08-04,강원도,평창군,진부면,척천리,산80-1,37.690151,128.505508,포획개체,,,POINT (128.505508 37.690151)
1512,2021-08-04,2021-08-05,강원도,인제군,북면,한계리,산1-67,38.111984,128.37639,폐사체,,,POINT (128.37639 38.111984)
1513,2021-08-04,2021-08-05,강원도,평창군,진부면,척천리,361-1,37.7231377,128.505818,폐사체,,,POINT (128.505818 37.7231377)
1514,2021-08-04,2021-08-05,강원도,양구군,해안면,이현리,산14,38.317825,128.12384,폐사체,,,POINT (128.12384 38.317825)
1515,2021-08-03,2021-08-06,강원도,강릉시,연곡면,행정리,321,37.856002,128.72126,수렵개체,,,POINT (128.72126 37.856002)
1516,2021-08-05,2021-08-06,강원도,가평군,북면,백둔리,482-10,37.899044,127.45116,폐사체,,,POINT (127.45116 37.899044)
1517,2021-08-05,2021-08-06,강원도,평창군,진부면,척천리,357,37.724064,128.506286,폐사체,,,POINT (128.506286 37.724064)
1518,2021-08-06,2021-08-08,강원도,춘천시,신동면,의암리,313-1,37.8319121,127.682745,폐사체,,,POINT (127.682745 37.8319121)
1519,2021-08-06,2021-08-11,강원도,양양군,서면,오색리,산24,38.074785,128.493767,폐사체,,,POINT (128.493767 38.074785)
1520,2021-08-09,2021-08-11,강원도,양양군,서면,오색리,422-6,38.077599,128.459893,폐사체,,,POINT (128.459893 38.077599)
1521,2021-08-05,2021-08-11,강원도,홍천군,내면,명개리,279,37.839336,128.524049,폐사체,,,POINT (128.524049 37.839336)
1522,2021-08-06,2021-08-11,강원도,홍천군,내촌면,답풍리,548,37.82268,128.065336,수렵개체,,,POINT (128.065336 37.82268)
1523,2021-08-04,2021-08-11,강원도,인제군,인제읍,귀둔리,산139,38.035633,128.38184,수렵개체,,,POINT (128.38184 38.035633)
1524,2021-08-05,2021-08-11,강원도,인제군,인제읍,귀둔리,692-111,38.03379,128.3816,수렵개체,,,POINT (128.3816 38.03379)
1525,2021-08-05,2021-08-11,강원도,인제군,기린면,북리,1112-14,37.99078,128.34167,수렵개체,,,POINT (128.34167 37.99078)
1526,2021-08-06,2021-08-11,강원도,인제군,인제읍,귀둔리,산242,38.023438,128.43109,폐사체,,,POINT (128.43109 38.023438)
1527,2021-08-07,2021-08-11,강원도,인제군,인제읍,귀둔리,355,38.03535,128.38171,수렵개체,,,POINT (128.38171 38.03535)
1528,2021-08-08,2021-08-11,강원도,인제군,상남면,상남리,1390,37.860268,128.21156,포획개체,,,POINT (128.21156 37.860268)
1530,2021-08-09,2021-08-11,강원도,인제군,인제읍,가리산리,157-11,38.05536,128.3267,폐사체,,,POINT (128.3267 38.05536)
1531,2021-08-09,2021-08-11,강원도,인제군,상남면,김부리,산74,37.92178,128.19528,폐사체,,,POINT (128.19528 37.92178)
1532,2021-08-09,2021-08-11,강원도,인제군,상남면,김부리,산74,37.92166,128.19484,폐사체,,,POINT (128.19484 37.92166)
1533,2021-08-08,2021-08-11,강원도,평창군,대관령면,용산리,산188,37.64648,128.66846,수렵개체,,,POINT (128.66846 37.64648)
1534,2021-08-09,2021-08-11,강원도,평창군,용평면,도사리,764-6,37.64863,128.42859,폐사체,,,POINT (128.42859 37.64863)
1535,2021-08-05,2021-08-11,경기도,가평군,가평읍,승안리,산107,37.880764,127.443343,폐사체,,,POINT (127.443343 37.880764)
1536,2021-08-09,2021-08-11,강원도,양구군,국토정중앙면,청리,53,38.10202,128.0641,폐사체,,,POINT (128.0641 38.10202)
1537,2021-08-10,2021-08-11,강원도,고성군,토성면,성대리,611-49,38.253677,128.4866,폐사체,,,POINT (128.4866 38.253677)
1538,2021-08-10,2021-08-11,강원도,양양군,강현면,사교리,70,38.111536,128.585328,폐사체,,,POINT (128.585328 38.111536)
1539,2021-08-09,2021-08-12,강원도,양양군,현북면,대치리,437,37.972968,128.690408,수렵개체,,,POINT (128.690408 37.972968)
1540,2021-08-09,2021-08-12,강원도,양양군,현북면,대치리,437,37.972968,128.690408,수렵개체,,,POINT (128.690408 37.972968)
1541,2021-08-09,2021-08-12,강원도,양양군,현북면,면옥치리,산1-1,37.930121,128.593362,수렵개체,,,POINT (128.593362 37.930121)
1542,2021-08-11,2021-08-12,강원도,평창군,대관령면,횡계리,산1-122,37.756158,128.694637,폐사체,,,POINT (128.694637 37.756158)
1543,2021-08-10,2021-08-12,강원도,인제군,남면,남전리,6,38.01376,128.19244,수렵개체,,,POINT (128.19244 38.01376)
1544,2021-08-10,2021-08-12,강원도,인제군,남면,남전리,6,38.01376,128.19244,수렵개체,,,POINT (128.19244 38.01376)
1545,2021-08-11,2021-08-12,강원도,인제군,인제읍,남북리,116-5,38.054474,128.17377,포획개체,,,POINT (128.17377 38.054474)
1546,2021-08-11,2021-08-12,강원도,인제군,상남면,상남리,산305,37.86311,128.17497,폐사체,,,POINT (128.17497 37.86311)
1547,2021-08-11,2021-08-12,강원도,화천군,간동면,구만리,산62-17,38.094762,127.776192,수렵개체,,,POINT (127.776192 38.094762)
1548,2021-08-11,2021-08-13,강원도,홍천군,내면,광원리,산197-1,37.876607,128.424594,폐사체,,,POINT (128.424594 37.876607)
1549,2021-08-11,2021-08-13,강원도,홍천군,내면,광원리,1187,37.808144,128.414807,폐사체,,,POINT (128.414807 37.808144)
1550,2021-08-12,2021-08-13,강원도,홍천군,두촌면,천현리,67,37.861323,128.029471,수렵개체,,,POINT (128.029471 37.861323)
